2019-11-19 10:48:26.664732: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-11-19 10:48:26.826185: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-11-19 10:48:26.827380: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6bcbca0 executing computations on platform CUDA. Devices:
2019-11-19 10:48:26.827417: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla V100-PCIE-32GB, Compute Capability 7.0
2019-11-19 10:48:26.829536: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2200060000 Hz
2019-11-19 10:48:26.831272: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6c347f0 executing computations on platform Host. Devices:
2019-11-19 10:48:26.831295: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-11-19 10:48:26.831866: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla V100-PCIE-32GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
pciBusID: 0000:00:05.0
totalMemory: 31.72GiB freeMemory: 31.41GiB
2019-11-19 10:48:26.831881: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-11-19 10:48:26.833176: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-11-19 10:48:26.833188: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-11-19 10:48:26.833194: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-11-19 10:48:26.833265: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14616 MB memory) -> physical GPU (device: 0, name: Tesla V100-PCIE-32GB, pci bus id: 0000:00:05.0, compute capability: 7.0)
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./src/sample.py:67: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From ./src/sample.py:72: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
2019-11-19 10:49:13.708551: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
Loading checkpoint checkpoint/pretrained/model-7760000
Loading dataset...
Training...
[2 | 8.74] loss=3.71111 avg=3.71111
['계속', '##해', '##나가', '##는', '그녀', '##는', '오늘', '##도', '어김없이', '잠', '##에서', '깨', '##워', '##진', '눈', '##으로', '나', '##를', '바라봤', '##다', '.', '그녀', '##는', '잠', '##이', '오지', '않', '##을', '때', '까지', '계속', '##해서', '말', '##을', '했', '##다', '.', '계속', '##해서', "'", '나', '왜', '안', '돼', '?', "'", ',', "'", '나', '왜', '하', '##니', '?', "'", ',', "'", '왜', '그래', '?', "'", '라는', '말', '##을', '계속', '##해서', '하', '##며', '나', '##를', '바라봤', '##다', '.', '하지만', '그녀', '##는', '아무런', '변화', '##를', '보여', '##주지', '못', '##했다', '.', '내', '마음', '속', '##에', '자리', '##잡', '##고', '있', '##기', '##는', '하지만', '그', '변화', '##의', '결과', '##는', '좋', '##지', '못', '##했', '##고', '그녀', '##는', '나', '##를', '그저', '나', '##를', '기다리', '##는', "'", '나', '자신', "'", '이', '되', '##어', '##버렸', '##다', '.', '그런', '나', '##를', '보', '##며', '나', '##는', "'", '그녀', "'", '라는', '표현', '##의', '유혹', '##에', '넘어가', '##버렸', '##고', ',', '그것', '##이', "'", '나', "'", '로', '##의', '발걸음', '##을', '재촉', '##하', '##면서', '그녀', '##를', '보면', '내', '마음이', '이해', '##된다고', '느낀다', '.', '그것', '##은', '나', '##에게', '##는', '또', '다른', '고민', '##을', '선사', '##할', '것', '##이', '##다', '.', '하지만', '그녀', '##는', '나', '##를', '보', '##며', '나', '##를', '잊', '##고', '있', '##을', '때', '##도', '있', '##다', '.', '나', '##는', '항상', '좋', '##은', '사람', '##을', '보면', '##만', '하', '##고', '있', '##다', '.', '그녀', '##는', '또', '나', '##만을', '바라보', '##며', '그녀', '##를', '생각', '##해', '##보', '##기도', '한다', '.', '그녀', '##는', '나', '##에', '대해', '말', '##하', '##거나', '그녀', '##를', '그리워', '##하', '##는', '마음', '##을', '가지', '##기도', '하', '##고', '그녀', '##를', '그리워', '##하', '##는', '마음', '##을', '가지', '##기도', '했', '##다', '.', '또']

[300 | 175.64] loss=3.30972 avg=3.44931
[301 | 176.14] loss=3.44068 avg=3.44922
[302 | 176.64] loss=3.52633 avg=3.45003
[303 | 177.14] loss=3.46549 avg=3.45019
[304 | 177.64] loss=3.41815 avg=3.44985
[305 | 178.15] loss=3.01722 avg=3.44531
[306 | 178.65] loss=3.45161 avg=3.44538
[307 | 179.15] loss=3.29060 avg=3.44376
[308 | 179.65] loss=3.55467 avg=3.44492
[309 | 180.15] loss=3.05105 avg=3.44079
[310 | 180.65] loss=3.31788 avg=3.43951
[311 | 181.15] loss=3.43032 avg=3.43941
[312 | 181.65] loss=3.06306 avg=3.43547
[313 | 182.16] loss=3.46506 avg=3.43578
[314 | 182.66] loss=3.33445 avg=3.43473
[315 | 183.16] loss=3.69050 avg=3.43740
[316 | 183.66] loss=3.25801 avg=3.43552
[317 | 184.16] loss=3.46999 avg=3.43588
[318 | 184.66] loss=3.43831 avg=3.43591
[319 | 185.17] loss=3.65835 avg=3.43823
[320 | 185.67] loss=3.41113 avg=3.43795
[321 | 186.17] loss=3.37783 avg=3.43732
[322 | 186.67] loss=3.54281 avg=3.43842
[323 | 187.17] loss=3.62558 avg=3.44037
[324 | 187.67] loss=3.58889 avg=3.44191
[325 | 188.18] loss=3.50480 avg=3.44257
[326 | 188.68] loss=3.53356 avg=3.44351
[327 | 189.18] loss=3.40997 avg=3.44316
[328 | 189.68] loss=3.39161 avg=3.44263
[329 | 190.18] loss=3.31163 avg=3.44127
[330 | 190.68] loss=3.10137 avg=3.43774
[331 | 191.18] loss=3.05178 avg=3.43373
[332 | 191.68] loss=3.37174 avg=3.43309
[333 | 192.19] loss=3.42501 avg=3.43301
[334 | 192.69] loss=3.24971 avg=3.43111
[335 | 193.19] loss=3.23727 avg=3.42910
[336 | 193.69] loss=3.47531 avg=3.42958
[337 | 194.19] loss=3.45842 avg=3.42988
[338 | 194.69] loss=3.22332 avg=3.42774
[339 | 195.19] loss=3.45893 avg=3.42806
[340 | 195.70] loss=3.05433 avg=3.42420
[341 | 196.20] loss=3.24432 avg=3.42234
[342 | 196.70] loss=3.68523 avg=3.42505
[343 | 197.20] loss=3.25922 avg=3.42334
[344 | 197.70] loss=3.51584 avg=3.42430
[345 | 198.21] loss=3.37048 avg=3.42374
[346 | 198.71] loss=3.03287 avg=3.41971
[347 | 199.21] loss=3.56176 avg=3.42117
[348 | 199.71] loss=3.23940 avg=3.41930
[349 | 200.21] loss=3.59804 avg=3.42114
[350 | 200.71] loss=3.35502 avg=3.42046
[351 | 201.21] loss=3.14033 avg=3.41757
[352 | 201.71] loss=3.79418 avg=3.42145
[353 | 202.22] loss=3.44573 avg=3.42170
[354 | 202.72] loss=3.10913 avg=3.41848
[355 | 203.22] loss=3.27300 avg=3.41698
[356 | 203.72] loss=3.57975 avg=3.41866
[357 | 204.23] loss=3.13757 avg=3.41577
[358 | 204.73] loss=3.55750 avg=3.41723
[359 | 205.23] loss=3.35988 avg=3.41664
[360 | 205.73] loss=3.61230 avg=3.41865
[361 | 206.23] loss=3.42919 avg=3.41876
[362 | 206.73] loss=3.41423 avg=3.41871
[363 | 207.24] loss=3.51730 avg=3.41972
[364 | 207.74] loss=3.08344 avg=3.41627
[365 | 208.24] loss=3.34853 avg=3.41557
[366 | 208.74] loss=3.55749 avg=3.41703
[367 | 209.24] loss=3.43826 avg=3.41725
[368 | 209.74] loss=3.28649 avg=3.41591
[369 | 210.25] loss=3.03699 avg=3.41202
[370 | 210.75] loss=3.23334 avg=3.41019
[371 | 211.25] loss=3.49622 avg=3.41107
[372 | 211.75] loss=3.39591 avg=3.41092
[373 | 212.25] loss=3.39079 avg=3.41071
[374 | 212.75] loss=3.39443 avg=3.41054
[375 | 213.25] loss=3.38706 avg=3.41030
[376 | 213.75] loss=3.54239 avg=3.41165
[377 | 214.25] loss=3.20370 avg=3.40953
[378 | 214.76] loss=3.40443 avg=3.40947
[379 | 215.26] loss=3.46982 avg=3.41009
[380 | 215.76] loss=2.97431 avg=3.40564
[381 | 216.26] loss=3.00172 avg=3.40151
[382 | 216.76] loss=3.52629 avg=3.40278
[383 | 217.26] loss=3.20318 avg=3.40074
[384 | 217.76] loss=3.38249 avg=3.40055
[385 | 218.27] loss=3.17240 avg=3.39822
[386 | 218.77] loss=3.60897 avg=3.40038
[387 | 219.27] loss=2.89368 avg=3.39520
[388 | 219.77] loss=3.41855 avg=3.39544
[389 | 220.27] loss=3.53893 avg=3.39691
[390 | 220.77] loss=3.48241 avg=3.39778
[391 | 221.28] loss=3.45652 avg=3.39838
[392 | 221.78] loss=3.38900 avg=3.39828
[393 | 222.28] loss=3.33117 avg=3.39760
[394 | 222.78] loss=3.51953 avg=3.39884
[395 | 223.28] loss=3.25974 avg=3.39742
[396 | 223.79] loss=3.42279 avg=3.39768
[397 | 224.29] loss=3.19852 avg=3.39565
[398 | 224.79] loss=3.24890 avg=3.39416
[399 | 225.29] loss=3.49284 avg=3.39516
Generating samples...
======== SAMPLE 1 ========
['##며', '한', '것', '##들', '##은', '기억', '##에', '남', '##는', '것', '##이', '없', '##어요', '.', '그것', '##은', '기억', '##이', '되', '##는', '것', '##을', '망각', '##을', '하', '##고', '있', '##습니다', '.', '그래서', '나', '##는', '‘', '내', '기억', '’', '은', '잊', '##고', '싶', '##지도', '않', '##고', ',', '그냥', '과거', '##의', '향수', '##를', '그리워', '##하', '##기에', '##도', '아깝', '##다고', '생각', '##합니다', '.', '나', '##도', '과거', '##가', '그리워', '##질', '때', '##가', '있', '##는데', ',', '예전', '##을', '그리워', '##하', '##는', '것', '##을', '망각', '##하고', '있', '##다고', '생각', '##하고', '있', '##군요', '.', '과거', '##의', '향수', '(', '[UNK]', '[UNK]', ')', '와', '기억', '##에', '대해서', '생각', '##해', '##보세', '##요', '.', '기억', '##에', '남', '##는', '것', '##도', '잊', '##고', '있', '##는', '것', '##도', '잊', '##고', '있', '##었', '##다고', '생각', '##하', '##는', '것', '같', '##은데', ',', '그런', '순간', '##들', '때문', '##에', '기억', '##이', '없', '##는', '것', '##으로', '생각', '##해서', '##는', '안', '된다고', '생각', '하', '##고', '있', '##네요', '.', '그리고', '기억', '속', '##에', '##도', '있', '##다고', '생각', '##하', '##는', '것', '##은', ',', '잊', '##고', '있', '##는', '것', '##이', '##며', '기억', '##하', '##지', '않', '##는', '것', '##이기', '때문', '##에', '기억', '##을', '하', '##는데', '두려움', '##을', '가질', '필요', '##는', '없', '##어', '##집니다', '.', '그것', '##을', '망각', '##하', '##는', '시점', '##이', '없', '##는데', ',', '기억', '##을', '하나', '##쯤', '##은', '하', '##고', '있', '##는가', '봅니다', '.', '나', '(', '가명', ')', '는', '아직', '##까지', '기억', '##을', '하지', '못', '##하', '##는', '것', '같', '##네요', '.', '과거', '##를', '아직', '##까지', '기억', '##하고', '있', '##다는', '것', '##을', '망각', '##한다', '해도', '그건', '영원히', '기억', '##을', '하지', '못', '##하', '##는', '것', '##이라고', '생각', '##합니다', '.', '과거', '##로', '돌아가', '##는']

[400 | 230.70] loss=3.71381 avg=3.39841
[401 | 231.20] loss=3.23240 avg=3.39672
[402 | 231.70] loss=3.51050 avg=3.39787
[403 | 232.20] loss=2.97275 avg=3.39355
[404 | 232.70] loss=3.50360 avg=3.39467
[405 | 233.20] loss=3.29898 avg=3.39369
[406 | 233.70] loss=3.54963 avg=3.39528
[407 | 234.21] loss=3.56218 avg=3.39698
[408 | 234.71] loss=2.83291 avg=3.39124
[409 | 235.21] loss=3.14841 avg=3.38877
[410 | 235.71] loss=3.58057 avg=3.39072
[411 | 236.21] loss=3.53809 avg=3.39222
[412 | 236.71] loss=3.18561 avg=3.39012
[413 | 237.21] loss=3.41609 avg=3.39038
[414 | 237.72] loss=3.51998 avg=3.39170
[415 | 238.22] loss=3.49006 avg=3.39270
[416 | 238.72] loss=3.29906 avg=3.39175
[417 | 239.23] loss=3.98556 avg=3.39778
[418 | 239.73] loss=2.87232 avg=3.39244
[419 | 240.23] loss=3.33462 avg=3.39186
[420 | 240.74] loss=3.43498 avg=3.39229
[421 | 241.24] loss=3.40671 avg=3.39244
[422 | 241.74] loss=3.39016 avg=3.39242
[423 | 242.24] loss=3.71918 avg=3.39573
[424 | 242.74] loss=3.32178 avg=3.39498
[425 | 243.24] loss=3.27299 avg=3.39375
[426 | 243.74] loss=3.35072 avg=3.39331
[427 | 244.24] loss=3.43455 avg=3.39373
[428 | 244.74] loss=3.33078 avg=3.39309
[429 | 245.24] loss=3.37416 avg=3.39290
[430 | 245.75] loss=3.33321 avg=3.39229
[431 | 246.25] loss=3.52432 avg=3.39363
[432 | 246.75] loss=3.63505 avg=3.39608
[433 | 247.25] loss=3.33684 avg=3.39548
[434 | 247.75] loss=3.45953 avg=3.39613
[435 | 248.25] loss=3.40401 avg=3.39621
[436 | 248.75] loss=3.48024 avg=3.39706
[437 | 249.26] loss=3.12743 avg=3.39433
[438 | 249.76] loss=3.74948 avg=3.39792
[439 | 250.26] loss=3.29831 avg=3.39691
[440 | 250.76] loss=3.30108 avg=3.39594
[441 | 251.26] loss=3.06477 avg=3.39259
[442 | 251.76] loss=3.13464 avg=3.38998
[443 | 252.27] loss=3.42061 avg=3.39029
[444 | 252.77] loss=3.35132 avg=3.38990
[445 | 253.27] loss=3.50939 avg=3.39111
[446 | 253.77] loss=3.46861 avg=3.39189
[447 | 254.27] loss=3.51261 avg=3.39311
[448 | 254.77] loss=3.38750 avg=3.39305
[449 | 255.27] loss=3.74488 avg=3.39661
[450 | 255.77] loss=3.48881 avg=3.39754
[451 | 256.28] loss=3.28082 avg=3.39636
[452 | 256.78] loss=3.35612 avg=3.39596
[453 | 257.28] loss=3.35325 avg=3.39552
[454 | 257.78] loss=3.29015 avg=3.39446
[455 | 258.28] loss=3.44587 avg=3.39498
[456 | 258.78] loss=3.70433 avg=3.39811
[457 | 259.29] loss=3.60088 avg=3.40015
[458 | 259.79] loss=3.45579 avg=3.40072
[459 | 260.29] loss=3.22592 avg=3.39895
[460 | 260.79] loss=3.22542 avg=3.39720
[461 | 261.29] loss=3.27547 avg=3.39597
[462 | 261.79] loss=3.45323 avg=3.39655
[463 | 262.30] loss=3.67048 avg=3.39931
[464 | 262.80] loss=2.99326 avg=3.39521
[465 | 263.30] loss=2.96855 avg=3.39091
[466 | 263.80] loss=3.48447 avg=3.39185
[467 | 264.30] loss=3.47780 avg=3.39272
[468 | 264.80] loss=3.62414 avg=3.39505
[469 | 265.30] loss=3.49140 avg=3.39603
[470 | 265.80] loss=3.27897 avg=3.39484
[471 | 266.31] loss=3.13446 avg=3.39222
[472 | 266.81] loss=3.53526 avg=3.39366
[473 | 267.31] loss=3.57684 avg=3.39551
[474 | 267.81] loss=3.57025 avg=3.39727
[475 | 268.31] loss=3.30070 avg=3.39630
[476 | 268.81] loss=3.39651 avg=3.39630
[477 | 269.31] loss=3.24580 avg=3.39478
[478 | 269.82] loss=2.92317 avg=3.39003
[479 | 270.32] loss=3.41001 avg=3.39023
[480 | 270.82] loss=3.37740 avg=3.39010
[481 | 271.32] loss=3.43190 avg=3.39052
[482 | 271.82] loss=3.15483 avg=3.38814
[483 | 272.32] loss=3.73275 avg=3.39162
[484 | 272.82] loss=3.43164 avg=3.39202
[485 | 273.32] loss=3.50248 avg=3.39313
[486 | 273.83] loss=3.28145 avg=3.39201
[487 | 274.33] loss=3.30316 avg=3.39111
[488 | 274.83] loss=3.41231 avg=3.39133
[489 | 275.33] loss=3.29938 avg=3.39040
[490 | 275.83] loss=3.46099 avg=3.39111
[491 | 276.33] loss=3.33779 avg=3.39057
[492 | 276.84] loss=3.51910 avg=3.39187
[493 | 277.34] loss=3.39902 avg=3.39194
[494 | 277.84] loss=3.10765 avg=3.38908
[495 | 278.34] loss=3.17226 avg=3.38689
[496 | 278.84] loss=3.35938 avg=3.38662
[497 | 279.34] loss=3.29556 avg=3.38570
[498 | 279.84] loss=3.36588 avg=3.38550
[499 | 280.35] loss=3.67460 avg=3.38841
Generating samples...
======== SAMPLE 1 ========
['##나', '##서', '‘', '뭐', ',', '왜', '나', '##는', '왜', '내', '가슴', '##을', '빨갛', '##게', '물들', '##이', '##는가', '?', '’', '궁금', '##했다', '.', '그러', '##고', '보', '##니', '내', '##가', '너무', '많', '##은', '책', '##에', '흥미', '##가', '없', '##어서', '이', '얘기', '##가', '나오', '##게', '된', '것', '##이란', '생각', '밖', '##에', '안', '들', '##었', '##다', '.', '그저', '나', '##에게', '##만', '그런', '마음', '##을', '가지', '##고', '있', '##었', '##기에', '그런', '생각', '##은', '들', '##지', '못', '##했다', '.', '나', '##에게', '많', '##은', '책', '##을', '읽', '##어보', '##긴', '했', '##지만', ',', '사실', '어떤', '책', '##을', '보면', '내', '##가', '그', '사람', '##을', '싫', '##어', '##하', '##는', '이유', '##를', '알', '수', '있', '##다', '.', '내', '##가', '책', '읽', '##어', '##볼까', '말', '##까', '고민', '##한다고', '?', '그렇', '##다면', '책', '##은', '싫', '##다', '.', '싫', '##어서', '안', '읽', '##어', '##봤', '##던', '게', '아니', '##라', ',', '이유', '##가', '명확', '##하', '##지', '않아', '##서', '싫', '##다', '.', '나', '##는', '이', '생각', '##을', '하지', '않', '##았', '##다고', '말', '##할', '수', '##는', '없', '##지만', ',', '그렇', '##다고', '해서', '이런', '생각', '##에', '사로잡', '##힐', '수', '있', '##는', '것', '##도', '아니', '##기', '때문', '##에', ',', '나', '##는', '그', '책', '##을', '읽', '##고', '난', '뒤', '##에', '##는', '나', '##에', '대한', '질문', '##에', '[UNK]', '답', '##했다', '.', '그러', '##고도', '그', '이유', '##를', '내', '##가', '아닌', '다른', '답', '##이', '##라', '해도', '이', '책', '##은', '싫', '##다', '.', '나', '##는', '그런', '답', '##을', '할', '수', '없다', '.', '나', '##는', '항상', '책', '##을', '읽', '##는다', '.', '내', '##가', '가장', '믿', '##었', '##던', '이', '##가', '어디', '##에', '있', '##는지', '모르', '##니까', ',', '그저', '듣', '##는', '사람', '##들', '##을', '의식']

[500 | 285.48] loss=3.34404 avg=3.38796
[501 | 285.98] loss=3.25896 avg=3.38667
[502 | 286.49] loss=3.56131 avg=3.38842
[503 | 286.99] loss=3.22440 avg=3.38677
[504 | 287.49] loss=3.19244 avg=3.38482
[505 | 288.00] loss=3.41626 avg=3.38513
[506 | 288.50] loss=3.22401 avg=3.38351
[507 | 289.00] loss=3.30936 avg=3.38277
[508 | 289.50] loss=3.37689 avg=3.38271
[509 | 290.00] loss=3.13452 avg=3.38021
[510 | 290.50] loss=3.09097 avg=3.37730
[511 | 291.00] loss=3.00902 avg=3.37360
[512 | 291.50] loss=3.40725 avg=3.37393
[513 | 292.01] loss=3.70379 avg=3.37725
[514 | 292.51] loss=3.42752 avg=3.37776
[515 | 293.01] loss=3.14651 avg=3.37543
[516 | 293.51] loss=3.50942 avg=3.37678
[517 | 294.01] loss=3.04582 avg=3.37345
[518 | 294.51] loss=3.16164 avg=3.37132
[519 | 295.02] loss=3.14854 avg=3.36908
[520 | 295.53] loss=3.48905 avg=3.37029
[521 | 296.03] loss=3.33143 avg=3.36990
[522 | 296.53] loss=3.30083 avg=3.36920
[523 | 297.03] loss=3.70723 avg=3.37260
[524 | 297.53] loss=2.88040 avg=3.36765
[525 | 298.03] loss=3.48051 avg=3.36879
[526 | 298.53] loss=3.34404 avg=3.36854
[527 | 299.04] loss=3.18441 avg=3.36669
[528 | 299.54] loss=3.40686 avg=3.36709
[529 | 300.04] loss=3.31084 avg=3.36653
[530 | 300.54] loss=3.25118 avg=3.36537
[531 | 301.05] loss=3.32182 avg=3.36493
[532 | 301.55] loss=3.47405 avg=3.36603
[533 | 302.05] loss=3.25890 avg=3.36495
[534 | 302.55] loss=3.16358 avg=3.36293
[535 | 303.05] loss=3.20355 avg=3.36132
[536 | 303.55] loss=3.39456 avg=3.36166
[537 | 304.05] loss=3.15498 avg=3.35958
[538 | 304.55] loss=3.46453 avg=3.36064
[539 | 305.05] loss=3.16647 avg=3.35869
[540 | 305.56] loss=3.00113 avg=3.35509
[541 | 306.06] loss=3.31708 avg=3.35471
[542 | 306.57] loss=3.27931 avg=3.35396
[543 | 307.07] loss=3.58132 avg=3.35624
[544 | 307.57] loss=3.16126 avg=3.35428
[545 | 308.07] loss=3.48316 avg=3.35557
[546 | 308.57] loss=3.36466 avg=3.35567
[547 | 309.07] loss=3.51045 avg=3.35722
[548 | 309.57] loss=3.05984 avg=3.35423
[549 | 310.07] loss=3.38489 avg=3.35454
[550 | 310.57] loss=3.11325 avg=3.35212
[551 | 311.07] loss=3.56729 avg=3.35428
[552 | 311.57] loss=3.23688 avg=3.35310
[553 | 312.07] loss=3.20676 avg=3.35163
[554 | 312.57] loss=3.09717 avg=3.34908
[555 | 313.07] loss=3.06087 avg=3.34618
[556 | 313.57] loss=3.23663 avg=3.34508
[557 | 314.07] loss=3.27830 avg=3.34441
[558 | 314.57] loss=3.52544 avg=3.34623
[559 | 315.07] loss=3.21485 avg=3.34491
[560 | 315.57] loss=3.40005 avg=3.34547
[561 | 316.07] loss=3.15951 avg=3.34360
[562 | 316.57] loss=3.24262 avg=3.34259
[563 | 317.07] loss=3.32975 avg=3.34246
[564 | 317.58] loss=2.94388 avg=3.33846
[565 | 318.08] loss=3.48542 avg=3.33993
[566 | 318.58] loss=3.16819 avg=3.33821
[567 | 319.08] loss=3.52953 avg=3.34013
[568 | 319.59] loss=3.48806 avg=3.34161
[569 | 320.09] loss=3.52778 avg=3.34348
[570 | 320.59] loss=3.28007 avg=3.34284
[571 | 321.09] loss=3.15133 avg=3.34092
[572 | 321.59] loss=3.19359 avg=3.33945
[573 | 322.10] loss=3.30481 avg=3.33910
[574 | 322.60] loss=2.97320 avg=3.33543
[575 | 323.10] loss=3.69328 avg=3.33902
[576 | 323.60] loss=3.46553 avg=3.34029
[577 | 324.10] loss=3.23359 avg=3.33922
[578 | 324.61] loss=3.05218 avg=3.33634
[579 | 325.11] loss=3.51123 avg=3.33809
[580 | 325.61] loss=3.87532 avg=3.34348
[581 | 326.12] loss=3.16925 avg=3.34173
[582 | 326.62] loss=3.20376 avg=3.34035
[583 | 327.12] loss=3.29893 avg=3.33993
[584 | 327.62] loss=3.46083 avg=3.34114
[585 | 328.12] loss=3.11620 avg=3.33889
[586 | 328.62] loss=3.20860 avg=3.33758
[587 | 329.12] loss=3.70852 avg=3.34130
[588 | 329.62] loss=3.28839 avg=3.34077
[589 | 330.13] loss=3.13167 avg=3.33867
[590 | 330.63] loss=3.20364 avg=3.33732
[591 | 331.13] loss=3.17909 avg=3.33573
[592 | 331.63] loss=2.93631 avg=3.33173
[593 | 332.13] loss=3.49319 avg=3.33335
[594 | 332.63] loss=3.33941 avg=3.33341usage: train.py [-h] --dataset PATH [--model_name MODEL] [--batch_size SIZE]
                [--learning_rate LR] [--only_train_transformer_layers]
                [--optimizer OPTIMIZER] [--noise NOISE] [--top_k TOP_K]
                [--top_p TOP_P] [--restore_from RESTORE_FROM]
                [--run_name RUN_NAME] [--sample_every N]
                [--sample_length TOKENS] [--sample_num N] [--save_every N]
train.py: error: the following arguments are required: --dataset

[595 | 333.13] loss=3.25606 avg=3.33263
[596 | 333.63] loss=3.46874 avg=3.33400
[597 | 334.14] loss=3.00363 avg=3.33069
[598 | 334.64] loss=3.31431 avg=3.33052
[599 | 335.14] loss=3.35765 avg=3.33079
Generating samples...
======== SAMPLE 1 ========
['이', '##를', '위해서', '##는', '어떻게', '해야', '할', '것', '##인지', '?', 'A', '.', '우선', '학교', '##에서', '##의', '환경', '##이', '##다', '.', '학교', '##에서', '##의', '환경', '속', '##에서', '나', '##는', '그', '환경', '속', '##에서', '내', '삶', '##을', '살아갈', '것', '##이', '##고', ',', '그것', '##과', '더불', '##어', '나의', '생활', '또한', '변화', '##하고', '있', '##을', '것', '##이', '##다', '.', '학교', '##에서', '##의', '생활', '역시', '학생', '##들', '##에게', '자율', '##성', '##을', '주', '##는', '것', '##은', '물론', ',', '그', '자유', '##를', '최대한', '누릴', '수', '있', '##게', '해준', '##다', '.', '그리고', '나의', '일상', '##에', '##도', '변화', '##가', '일어났', '##다', '.', '사람', '##들', '##을', '많이', '만나', '##고', ',', '나', '##만의', '공간', '##에서', '새로운', '경험', '##을', '하', '##면서', '그', '##들', '##에게', '좋', '##은', '시간', '##을', '선물', '##받', '##고', '나의', '삶', '##도', '달라지', '##고', '있', '##다', '.', '그리고', '지금', '##은', '내', '일상', '##의', '중심', '##에서', '##도', '그', '변화', '##가', '일어나', '##고', '있', '##다', '.', '그리고', '나', '##도', '조금', '##씩', '조금', '더', '자신', '##이', '있', '##게', '될', '것', '##이', '##며', '조금', '##씩', '달라지', '##지', '않', '##겠', '##는가', '?', 'A', '.', '나', '스스로', '가지', '##고', '있', '##는', '생각', '##과', '경험', '##으로부터', '##의', '자유', '##가', '내', '생활', '속', '##에', '어떤', '형태', '##로', '##든', '있', '##다면', '그것', '##은', '더', '이상', '새로운', '일', '##이', '아니', '##지', '않', '##을까', '?', '내', '##가', '원', '##하', '##는', '일', '##을', '찾', '##고', '그', '의미', '##가', '무엇', '##인지', '파악', '##되', '##려면', '시간', '##을', '갖', '##고', '공부', '할', '것', '##이', '##다', '.', '그리고', '내', '꿈', '##과', '나의', '인생', ',', '내', '##가', '갖', '##고', '싶', '##은', '삶', '##과', '나의', '미래', '##를', '선택', '##한', '후', '그', '##다음', '##에', '##는', '그']

[600 | 340.18] loss=3.11599 avg=3.32864
[601 | 340.68] loss=2.98655 avg=3.32521
[602 | 341.18] loss=3.43892 avg=3.32635
[603 | 341.69] loss=3.48676 avg=3.32796
[604 | 342.20] loss=3.36529 avg=3.32833
[605 | 342.70] loss=2.97258 avg=3.32477
[606 | 343.20] loss=3.71148 avg=3.32864
[607 | 343.71] loss=3.34608 avg=3.32882
[608 | 344.21] loss=3.47220 avg=3.33026
[609 | 344.71] loss=3.47652 avg=3.33172
[610 | 345.21] loss=2.67203 avg=3.32511
[611 | 345.71] loss=3.24123 avg=3.32427
[612 | 346.21] loss=3.28414 avg=3.32387
